Year,College,Branch,Category,Rank
2021,MSRIT,CSE,OBC,2255
2021,MSRIT,CSE,OBC,2245
2021,MSRIT,CSE,OBC,2235
2021,MSRIT,CSE,OBC,2225
2021,MSRIT,CSE,OBC,2215
2021,MSRIT,CSE,OBC,2205
2021,MSRIT,CSE,OBC,2195
2021,MSRIT,CSE,OBC,2185
2021,MSRIT,CSE,OBC,2175
2021,MSRIT,CSE,OBC,2165
2021,MSRIT,CSE,OBC,2155
2021,MSRIT,CSE,OBC,2145
2021,MSRIT,CSE,OBC,2135
2021,MSRIT,CSE,OBC,2125
2021,MSRIT,CSE,OBC,2115
2021,MSRIT,CSE,OBC,2105
2021,MSRIT,CSE,OBC,2095
2021,MSRIT,CSE,OBC,2085
2021,MSRIT,CSE,OBC,2075
2021,MSRIT,CSE,OBC,2065
2021,MSRIT,CSE,OBC,2055
2021,MSRIT,CSE,OBC,2045
2021,MSRIT,CSE,OBC,2035
2021,MSRIT,CSE,OBC,2025
2021,MSRIT,CSE,OBC,2015
2021,MSRIT,CSE,OBC,2005
2021,MSRIT,CSE,OBC,1995
2021,MSRIT,CSE,OBC,1985
2021,MSRIT,CSE,OBC,1975
2021,MSRIT,CSE,OBC,1965
2021,MSRIT,CSE,OBC,1955
2021,MSRIT,CSE,OBC,1945
2021,MSRIT,CSE,OBC,1935
2022,MSRIT,CSE,OBC,4429
2022,MSRIT,CSE,OBC,4419
2022,MSRIT,CSE,OBC,4409
2022,MSRIT,CSE,OBC,4399
2022,MSRIT,CSE,OBC,4389
2022,MSRIT,CSE,OBC,4379
2022,MSRIT,CSE,OBC,4369
2022,MSRIT,CSE,OBC,4359
2022,MSRIT,CSE,OBC,4349
2022,MSRIT,CSE,OBC,4339
2022,MSRIT,CSE,OBC,4329
2022,MSRIT,CSE,OBC,2311
2022,MSRIT,CSE,OBC,2301
2022,MSRIT,CSE,OBC,2291
2022,MSRIT,CSE,OBC,2281
2022,MSRIT,CSE,OBC,2271
2022,MSRIT,CSE,OBC,2261
2022,MSRIT,CSE,OBC,2251
2022,MSRIT,CSE,OBC,2241
2022,MSRIT,CSE,OBC,2231
2022,MSRIT,CSE,OBC,2221
2022,MSRIT,CSE,OBC,2211
2022,MSRIT,CSE,OBC,2201
2022,MSRIT,CSE,OBC,2191
2022,MSRIT,CSE,OBC,2181
2022,MSRIT,CSE,OBC,2171
2022,MSRIT,CSE,OBC,2161
2022,MSRIT,CSE,OBC,2151
2022,MSRIT,CSE,OBC,2141
2022,MSRIT,CSE,OBC,2131
2022,MSRIT,CSE,OBC,2121
2022,MSRIT,CSE,OBC,2111
2022,MSRIT,CSE,OBC,2101
2022,MSRIT,CSE,OBC,2091
2022,MSRIT,CSE,OBC,2081
2021,BMSCE,CSE,OBC,2457
2021,BMSCE,CSE,OBC,2447
2021,BMSCE,CSE,OBC,2437
2021,BMSCE,CSE,OBC,2427
2021,BMSCE,CSE,OBC,2417
2021,BMSCE,CSE,OBC,2407
2021,BMSCE,CSE,OBC,2397
2021,BMSCE,CSE,OBC,2387
2021,BMSCE,CSE,OBC,2377
2021,BMSCE,CSE,OBC,2367
2021,BMSCE,CSE,OBC,2357
2021,BMSCE,CSE,OBC,2347
2021,BMSCE,CSE,OBC,2337
2021,BMSCE,CSE,OBC,2327
2021,BMSCE,CSE,OBC,2317
2021,BMSCE,CSE,OBC,2307
2021,BMSCE,CSE,OBC,2297
2021,BMSCE,CSE,OBC,2287
2021,BMSCE,CSE,OBC,2277
2021,BMSCE,CSE,OBC,2267
2021,BMSCE,CSE,OBC,2257
2021,BMSCE,CSE,OBC,2247
2021,BMSCE,CSE,OBC,2237
2021,BMSCE,CSE,OBC,2227
2021,BMSCE,CSE,OBC,2217
2021,BMSCE,CSE,OBC,2207
2021,BMSCE,CSE,OBC,2197
2021,BMSCE,CSE,OBC,2187
2021,BMSCE,CSE,OBC,2177
2021,BMSCE,CSE,OBC,2167
2021,BMSCE,CSE,OBC,2157
2021,BMSCE,CSE,OBC,2147
2021,BMSCE,CSE,OBC,2137
2021,BMSCE,CSE,OBC,2127
2021,BMSCE,CSE,OBC,2117
2022,BMSCE,CSE,OBC,4085
2022,BMSCE,CSE,OBC,4075
2022,BMSCE,CSE,OBC,4065
2022,BMSCE,CSE,OBC,4055
2022,BMSCE,CSE,OBC,4045
2022,BMSCE,CSE,OBC,4035
2022,BMSCE,CSE,OBC,4025
2022,BMSCE,CSE,OBC,4015
2022,BMSCE,CSE,OBC,4005
2022,BMSCE,CSE,OBC,3995
2022,BMSCE,CSE,OBC,3985
2022,BMSCE,CSE,OBC,3975
2022,BMSCE,CSE,OBC,3965
2022,BMSCE,CSE,OBC,3955
2022,BMSCE,CSE,OBC,3945
2022,BMSCE,CSE,OBC,3935
2022,BMSCE,CSE,OBC,3925
2022,BMSCE,CSE,OBC,3915
2022,BMSCE,CSE,OBC,3905
2022,BMSCE,CSE,OBC,3895
2022,BMSCE,CSE,OBC,3885
2022,BMSCE,CSE,OBC,3875
2022,BMSCE,CSE,OBC,3865
2022,BMSCE,CSE,OBC,3855
2022,BMSCE,CSE,OBC,3845
2022,BMSCE,CSE,OBC,3835
2022,BMSCE,CSE,OBC,3825
2022,BMSCE,CSE,OBC,3815
2022,BMSCE,CSE,OBC,3805
2022,BMSCE,CSE,OBC,3795
2022,BMSCE,CSE,OBC,3785
2022,BMSCE,CSE,OBC,3775
2022,BMSCE,CSE,OBC,3765
2022,BMSCE,CSE,OBC,3755
2022,BMSCE,CSE,OBC,3745
2021,RV,CSE,OBC,773
2021,RV,CSE,OBC,763
2021,RV,CSE,OBC,753
2021,RV,CSE,OBC,743
2021,RV,CSE,OBC,733
2021,RV,CSE,OBC,723
2021,RV,CSE,OBC,713
2021,RV,CSE,OBC,703
2021,RV,CSE,OBC,693
2021,RV,CSE,OBC,683
2021,RV,CSE,OBC,673
2021,RV,CSE,OBC,663
2021,RV,CSE,OBC,653
2021,RV,CSE,OBC,643
2021,RV,CSE,OBC,633
2021,RV,CSE,OBC,623
2021,RV,CSE,OBC,613
2021,RV,CSE,OBC,603
2021,RV,CSE,OBC,593
2021,RV,CSE,OBC,583
2021,RV,CSE,OBC,573
2021,RV,CSE,OBC,563
2021,RV,CSE,OBC,553
2021,RV,CSE,OBC,543
2021,RV,CSE,OBC,533
2021,RV,CSE,OBC,523
2021,RV,CSE,OBC,513
2021,RV,CSE,OBC,503
2021,RV,CSE,OBC,493
2021,RV,CSE,OBC,483
2021,RV,CSE,OBC,473
2021,RV,CSE,OBC,463
2021,RV,CSE,OBC,453
2021,RV,CSE,OBC,443
2021,RV,CSE,OBC,433
2022,RV,CSE,OBC,1682
2022,RV,CSE,OBC,1672
2022,RV,CSE,OBC,1662
2022,RV,CSE,OBC,1652
2022,RV,CSE,OBC,1642
2022,RV,CSE,OBC,1632
2022,RV,CSE,OBC,1622
2022,RV,CSE,OBC,1612
2022,RV,CSE,OBC,1602
2022,RV,CSE,OBC,1592
2022,RV,CSE,OBC,1582
2022,RV,CSE,OBC,1572
2022,RV,CSE,OBC,1562
2022,RV,CSE,OBC,1552
2022,RV,CSE,OBC,1542
2022,RV,CSE,OBC,1532
2022,RV,CSE,OBC,1522
2022,RV,CSE,OBC,1512
2022,RV,CSE,OBC,1502
2022,RV,CSE,OBC,1492
2022,RV,CSE,OBC,1482
2022,RV,CSE,OBC,1472
2022,RV,CSE,OBC,1462
2022,RV,CSE,OBC,1452
2022,RV,CSE,OBC,1442
2022,RV,CSE,OBC,1432
2022,RV,CSE,OBC,1422
2022,RV,CSE,OBC,1412
2022,RV,CSE,OBC,1402
2022,RV,CSE,OBC,1392
2022,RV,CSE,OBC,1382
2022,RV,CSE,OBC,1372
2022,RV,CSE,OBC,1362
2022,RV,CSE,OBC,1352
2022,RV,CSE,OBC,1342
2021,PES RING ROAD,CSE,OBC,2784
2021,PES RING ROAD,CSE,OBC,2774
2021,PES RING ROAD,CSE,OBC,2764
2021,PES RING ROAD,CSE,OBC,2754
2021,PES RING ROAD,CSE,OBC,2744
2021,PES RING ROAD,CSE,OBC,2734
2021,PES RING ROAD,CSE,OBC,2724
2021,PES RING ROAD,CSE,OBC,2714
2021,PES RING ROAD,CSE,OBC,2704
2021,PES RING ROAD,CSE,OBC,2694
2021,PES RING ROAD,CSE,OBC,2684
2021,PES RING ROAD,CSE,OBC,2674
2021,PES RING ROAD,CSE,OBC,2664
2021,PES RING ROAD,CSE,OBC,2654
2021,PES RING ROAD,CSE,OBC,2644
2021,PES RING ROAD,CSE,OBC,2634
2021,PES RING ROAD,CSE,OBC,2624
2021,PES RING ROAD,CSE,OBC,2614
2021,PES RING ROAD,CSE,OBC,2604
2021,PES RING ROAD,CSE,OBC,2594
2021,PES RING ROAD,CSE,OBC,2584
2021,PES RING ROAD,CSE,OBC,2574
2021,PES RING ROAD,CSE,OBC,2564
2021,PES RING ROAD,CSE,OBC,2554
2021,PES RING ROAD,CSE,OBC,2544
2021,PES RING ROAD,CSE,OBC,2534
2021,PES RING ROAD,CSE,OBC,2524
2021,PES RING ROAD,CSE,OBC,2514
2021,PES RING ROAD,CSE,OBC,2504
2021,PES RING ROAD,CSE,OBC,2494
2021,PES RING ROAD,CSE,OBC,2484
2021,PES RING ROAD,CSE,OBC,2474
2021,PES RING ROAD,CSE,OBC,2464
2021,PES RING ROAD,CSE,OBC,2454
2021,PES RING ROAD,CSE,OBC,2444
2022,PES RING ROAD,CSE,OBC,4542
2022,PES RING ROAD,CSE,OBC,4532
2022,PES RING ROAD,CSE,OBC,4522
2022,PES RING ROAD,CSE,OBC,4512
2022,PES RING ROAD,CSE,OBC,4502
2022,PES RING ROAD,CSE,OBC,4492
2022,PES RING ROAD,CSE,OBC,4482
2022,PES RING ROAD,CSE,OBC,4472
2022,PES RING ROAD,CSE,OBC,4462
2022,PES RING ROAD,CSE,OBC,4452
2022,PES RING ROAD,CSE,OBC,4442
2022,PES RING ROAD,CSE,OBC,4432
2022,PES RING ROAD,CSE,OBC,4422
2022,PES RING ROAD,CSE,OBC,4412
2022,PES RING ROAD,CSE,OBC,4402
2022,PES RING ROAD,CSE,OBC,4392
2022,PES RING ROAD,CSE,OBC,4382
2022,PES RING ROAD,CSE,OBC,4372
2022,PES RING ROAD,CSE,OBC,4362
2022,PES RING ROAD,CSE,OBC,4352
2022,PES RING ROAD,CSE,OBC,4342
2022,PES RING ROAD,CSE,OBC,4332
2022,PES RING ROAD,CSE,OBC,4322
2022,PES RING ROAD,CSE,OBC,4312
2022,PES RING ROAD,CSE,OBC,4302
2022,PES RING ROAD,CSE,OBC,4292
2022,PES RING ROAD,CSE,OBC,4282
2022,PES RING ROAD,CSE,OBC,4272
2022,PES RING ROAD,CSE,OBC,4262
2022,PES RING ROAD,CSE,OBC,4252
2022,PES RING ROAD,CSE,OBC,4242
2022,PES RING ROAD,CSE,OBC,4232
2022,PES RING ROAD,CSE,OBC,4222
2022,PES RING ROAD,CSE,OBC,4212
2022,PES RING ROAD,CSE,OBC,4202
2021,DSCE,CSE,OBC,8200
2021,DSCE,CSE,OBC,8190
2021,DSCE,CSE,OBC,8180
2021,DSCE,CSE,OBC,8170
2021,DSCE,CSE,OBC,8160
2021,DSCE,CSE,OBC,8150
2021,DSCE,CSE,OBC,8140
2021,DSCE,CSE,OBC,8130
2021,DSCE,CSE,OBC,8120
2021,DSCE,CSE,OBC,8110
2021,DSCE,CSE,OBC,8100
2021,DSCE,CSE,OBC,8090
2021,DSCE,CSE,OBC,8080
2021,DSCE,CSE,OBC,8070
2021,DSCE,CSE,OBC,8060
2021,DSCE,CSE,OBC,8050
2021,DSCE,CSE,OBC,8040
2021,DSCE,CSE,OBC,8030
2021,DSCE,CSE,OBC,8020
2021,DSCE,CSE,OBC,8010
2021,DSCE,CSE,OBC,8000
2021,DSCE,CSE,OBC,7990
2021,DSCE,CSE,OBC,7980
2021,DSCE,CSE,OBC,7970
2021,DSCE,CSE,OBC,7960
2021,DSCE,CSE,OBC,7950
2021,DSCE,CSE,OBC,7940
2021,DSCE,CSE,OBC,7930
2021,DSCE,CSE,OBC,7920
2021,DSCE,CSE,OBC,7910
2021,DSCE,CSE,OBC,7900
2021,DSCE,CSE,OBC,7890
2021,DSCE,CSE,OBC,7880
2021,DSCE,CSE,OBC,7870
2021,DSCE,CSE,OBC,7860
2022,DSCE,CSE,OBC,8922
2022,DSCE,CSE,OBC,8912
2022,DSCE,CSE,OBC,8902
2022,DSCE,CSE,OBC,8892
2022,DSCE,CSE,OBC,8882
2022,DSCE,CSE,OBC,8872
2022,DSCE,CSE,OBC,8862
2022,DSCE,CSE,OBC,8852
2022,DSCE,CSE,OBC,8842
2022,DSCE,CSE,OBC,8832
2022,DSCE,CSE,OBC,8822
2022,DSCE,CSE,OBC,8812
2022,DSCE,CSE,OBC,8802
2022,DSCE,CSE,OBC,8792
2022,DSCE,CSE,OBC,8782
2022,DSCE,CSE,OBC,8772
2022,DSCE,CSE,OBC,8762
2022,DSCE,CSE,OBC,8752
2022,DSCE,CSE,OBC,8742
2022,DSCE,CSE,OBC,8732
2022,DSCE,CSE,OBC,8722
2022,DSCE,CSE,OBC,8712
2022,DSCE,CSE,OBC,8702
2022,DSCE,CSE,OBC,8692
2022,DSCE,CSE,OBC,8682
2022,DSCE,CSE,OBC,8672
2022,DSCE,CSE,OBC,8662
2022,DSCE,CSE,OBC,8652
2022,DSCE,CSE,OBC,8642
2022,DSCE,CSE,OBC,8632
2022,DSCE,CSE,OBC,8622
2022,DSCE,CSE,OBC,8612
2022,DSCE,CSE,OBC,8602
2022,DSCE,CSE,OBC,8592
2022,DSCE,CSE,OBC,8582
2021,BIT,CSE,OBC,9088
2021,BIT,CSE,OBC,9078
2021,BIT,CSE,OBC,9068
2021,BIT,CSE,OBC,9058
2021,BIT,CSE,OBC,9048
2021,BIT,CSE,OBC,9038
2021,BIT,CSE,OBC,9028
2021,BIT,CSE,OBC,9018
2021,BIT,CSE,OBC,9008
2021,BIT,CSE,OBC,8998
2021,BIT,CSE,OBC,8988
2021,BIT,CSE,OBC,8978
2021,BIT,CSE,OBC,8968
2021,BIT,CSE,OBC,8958
2021,BIT,CSE,OBC,8948
2021,BIT,CSE,OBC,8938
2021,BIT,CSE,OBC,8928
2021,BIT,CSE,OBC,8918
2021,BIT,CSE,OBC,8908
2021,BIT,CSE,OBC,8898
2021,BIT,CSE,OBC,8888
2021,BIT,CSE,OBC,8878
2021,BIT,CSE,OBC,8868
2021,BIT,CSE,OBC,8858
2021,BIT,CSE,OBC,8848
2021,BIT,CSE,OBC,8838
2021,BIT,CSE,OBC,8828
2021,BIT,CSE,OBC,8818
2021,BIT,CSE,OBC,8808
2021,BIT,CSE,OBC,8798
2021,BIT,CSE,OBC,8788
2021,BIT,CSE,OBC,8778
2021,BIT,CSE,OBC,8768
2021,BIT,CSE,OBC,8758
2021,BIT,CSE,OBC,8748
2022,BIT,CSE,OBC,11965
2022,BIT,CSE,OBC,11955
2022,BIT,CSE,OBC,11945
2022,BIT,CSE,OBC,11935
2022,BIT,CSE,OBC,11925
2022,BIT,CSE,OBC,11915
2022,BIT,CSE,OBC,11905
2022,BIT,CSE,OBC,11895
2022,BIT,CSE,OBC,11885
2022,BIT,CSE,OBC,11875
2022,BIT,CSE,OBC,11865
2022,BIT,CSE,OBC,11855
2022,BIT,CSE,OBC,11845
2022,BIT,CSE,OBC,11835
2022,BIT,CSE,OBC,11825
2022,BIT,CSE,OBC,11815
2022,BIT,CSE,OBC,11805
2022,BIT,CSE,OBC,11795
2022,BIT,CSE,OBC,11785
2022,BIT,CSE,OBC,11775
2022,BIT,CSE,OBC,11765
2022,BIT,CSE,OBC,11755
2022,BIT,CSE,OBC,11745
2022,BIT,CSE,OBC,11735
2022,BIT,CSE,OBC,11725
2022,BIT,CSE,OBC,11715
2022,BIT,CSE,OBC,11705
2022,BIT,CSE,OBC,11695
2022,BIT,CSE,OBC,11685
2022,BIT,CSE,OBC,11675
2022,BIT,CSE,OBC,11665
2022,BIT,CSE,OBC,11655
2022,BIT,CSE,OBC,11645
2022,BIT,CSE,OBC,11635
2022,BIT,CSE,OBC,11625
2021,JSSCE,CSE,OBC,7084
2021,JSSCE,CSE,OBC,7074
2021,JSSCE,CSE,OBC,7064
2021,JSSCE,CSE,OBC,7054
2021,JSSCE,CSE,OBC,7044
2021,JSSCE,CSE,OBC,7034
2021,JSSCE,CSE,OBC,7024
2021,JSSCE,CSE,OBC,7014
2021,JSSCE,CSE,OBC,7004
2021,JSSCE,CSE,OBC,6994
2021,JSSCE,CSE,OBC,6984
2021,JSSCE,CSE,OBC,6974
2021,JSSCE,CSE,OBC,6964
2021,JSSCE,CSE,OBC,6954
2021,JSSCE,CSE,OBC,6944
2021,JSSCE,CSE,OBC,6934
2021,JSSCE,CSE,OBC,6924
2021,JSSCE,CSE,OBC,6914
2021,JSSCE,CSE,OBC,6904
2021,JSSCE,CSE,OBC,6894
2021,JSSCE,CSE,OBC,6884
2021,JSSCE,CSE,OBC,6874
2021,JSSCE,CSE,OBC,6864
2021,JSSCE,CSE,OBC,6854
2021,JSSCE,CSE,OBC,6844
2021,JSSCE,CSE,OBC,6834
2021,JSSCE,CSE,OBC,6824
2021,JSSCE,CSE,OBC,6814
2021,JSSCE,CSE,OBC,6804
2021,JSSCE,CSE,OBC,6794
2021,JSSCE,CSE,OBC,6784
2021,JSSCE,CSE,OBC,6774
2021,JSSCE,CSE,OBC,6764
2021,JSSCE,CSE,OBC,6754
2021,JSSCE,CSE,OBC,6744
2022,JSSCE,CSE,OBC,5840
2022,JSSCE,CSE,OBC,5830
2022,JSSCE,CSE,OBC,5820
2022,JSSCE,CSE,OBC,5810
2022,JSSCE,CSE,OBC,5800
2022,JSSCE,CSE,OBC,5790
2022,JSSCE,CSE,OBC,5780
2022,JSSCE,CSE,OBC,5770
2022,JSSCE,CSE,OBC,5760
2022,JSSCE,CSE,OBC,5750
2022,JSSCE,CSE,OBC,5740
2022,JSSCE,CSE,OBC,5730
2022,JSSCE,CSE,OBC,5720
2022,JSSCE,CSE,OBC,5710
2022,JSSCE,CSE,OBC,5700
2022,JSSCE,CSE,OBC,5690
2022,JSSCE,CSE,OBC,5680
2022,JSSCE,CSE,OBC,5670
2022,JSSCE,CSE,OBC,5660
2022,JSSCE,CSE,OBC,5650
2022,JSSCE,CSE,OBC,5640
2022,JSSCE,CSE,OBC,5630
2022,JSSCE,CSE,OBC,5620
2022,JSSCE,CSE,OBC,5610
2022,JSSCE,CSE,OBC,5600
2022,JSSCE,CSE,OBC,5590
2022,JSSCE,CSE,OBC,5580
2022,JSSCE,CSE,OBC,5570
2022,JSSCE,CSE,OBC,5560
2022,JSSCE,CSE,OBC,5550
2022,JSSCE,CSE,OBC,5540
2022,JSSCE,CSE,OBC,5530
2022,JSSCE,CSE,OBC,5520
2022,JSSCE,CSE,OBC,5510
2022,JSSCE,CSE,OBC,5500
2021,PES ELECTRONIC CITY,CSE,OBC,9089
2021,PES ELECTRONIC CITY,CSE,OBC,9079
2021,PES ELECTRONIC CITY,CSE,OBC,9069
2021,PES ELECTRONIC CITY,CSE,OBC,9059
2021,PES ELECTRONIC CITY,CSE,OBC,9049
2021,PES ELECTRONIC CITY,CSE,OBC,9039
2021,PES ELECTRONIC CITY,CSE,OBC,9029
2021,PES ELECTRONIC CITY,CSE,OBC,9019
2021,PES ELECTRONIC CITY,CSE,OBC,9009
2021,PES ELECTRONIC CITY,CSE,OBC,8999
2021,PES ELECTRONIC CITY,CSE,OBC,8989
2021,PES ELECTRONIC CITY,CSE,OBC,8979
2021,PES ELECTRONIC CITY,CSE,OBC,8969
2021,PES ELECTRONIC CITY,CSE,OBC,8959
2021,PES ELECTRONIC CITY,CSE,OBC,8949
2021,PES ELECTRONIC CITY,CSE,OBC,8939
2021,PES ELECTRONIC CITY,CSE,OBC,8929
2021,PES ELECTRONIC CITY,CSE,OBC,8919
2021,PES ELECTRONIC CITY,CSE,OBC,8909
2021,PES ELECTRONIC CITY,CSE,OBC,8899
2021,PES ELECTRONIC CITY,CSE,OBC,8889
2021,PES ELECTRONIC CITY,CSE,OBC,8879
2021,PES ELECTRONIC CITY,CSE,OBC,8869
2021,PES ELECTRONIC CITY,CSE,OBC,8859
2021,PES ELECTRONIC CITY,CSE,OBC,8849
2021,PES ELECTRONIC CITY,CSE,OBC,8839
2021,PES ELECTRONIC CITY,CSE,OBC,8829
2021,PES ELECTRONIC CITY,CSE,OBC,8819
2021,PES ELECTRONIC CITY,CSE,OBC,8809
2021,PES ELECTRONIC CITY,CSE,OBC,8799
2021,PES ELECTRONIC CITY,CSE,OBC,8789
2021,PES ELECTRONIC CITY,CSE,OBC,8779
2021,PES ELECTRONIC CITY,CSE,OBC,8769
2021,PES ELECTRONIC CITY,CSE,OBC,8759
2021,PES ELECTRONIC CITY,CSE,OBC,8749
2022,PES ELECTRONIC CITY,CSE,OBC,13772
2022,PES ELECTRONIC CITY,CSE,OBC,13762
2022,PES ELECTRONIC CITY,CSE,OBC,13752
2022,PES ELECTRONIC CITY,CSE,OBC,13742
2022,PES ELECTRONIC CITY,CSE,OBC,13732
2022,PES ELECTRONIC CITY,CSE,OBC,13722
2022,PES ELECTRONIC CITY,CSE,OBC,13712
2022,PES ELECTRONIC CITY,CSE,OBC,13702
2022,PES ELECTRONIC CITY,CSE,OBC,13692
2022,PES ELECTRONIC CITY,CSE,OBC,13682
2022,PES ELECTRONIC CITY,CSE,OBC,13672
2022,PES ELECTRONIC CITY,CSE,OBC,13662
2022,PES ELECTRONIC CITY,CSE,OBC,13652
2022,PES ELECTRONIC CITY,CSE,OBC,13642
2022,PES ELECTRONIC CITY,CSE,OBC,13632
2022,PES ELECTRONIC CITY,CSE,OBC,13622
2022,PES ELECTRONIC CITY,CSE,OBC,13612
2022,PES ELECTRONIC CITY,CSE,OBC,13602
2022,PES ELECTRONIC CITY,CSE,OBC,13592
2022,PES ELECTRONIC CITY,CSE,OBC,13582
2022,PES ELECTRONIC CITY,CSE,OBC,13572
2022,PES ELECTRONIC CITY,CSE,OBC,13562
2022,PES ELECTRONIC CITY,CSE,OBC,13552
2022,PES ELECTRONIC CITY,CSE,OBC,13542
2022,PES ELECTRONIC CITY,CSE,OBC,13532
2022,PES ELECTRONIC CITY,CSE,OBC,13522
2022,PES ELECTRONIC CITY,CSE,OBC,13512
2022,PES ELECTRONIC CITY,CSE,OBC,13502
2022,PES ELECTRONIC CITY,CSE,OBC,13492
2022,PES ELECTRONIC CITY,CSE,OBC,13482
2022,PES ELECTRONIC CITY,CSE,OBC,13472
2022,PES ELECTRONIC CITY,CSE,OBC,13462
2022,PES ELECTRONIC CITY,CSE,OBC,13452
2022,PES ELECTRONIC CITY,CSE,OBC,13442
2022,PES ELECTRONIC CITY,CSE,OBC,13432
2021,NIE,CSE,OBC,8325
2021,NIE,CSE,OBC,8315
2021,NIE,CSE,OBC,8305
2021,NIE,CSE,OBC,8295
2021,NIE,CSE,OBC,8285
2021,NIE,CSE,OBC,8275
2021,NIE,CSE,OBC,8265
2021,NIE,CSE,OBC,8255
2021,NIE,CSE,OBC,8245
2021,NIE,CSE,OBC,8235
2021,NIE,CSE,OBC,8225
2021,NIE,CSE,OBC,8215
2021,NIE,CSE,OBC,8205
2021,NIE,CSE,OBC,8195
2021,NIE,CSE,OBC,8185
2021,NIE,CSE,OBC,8175
2021,NIE,CSE,OBC,8165
2021,NIE,CSE,OBC,8155
2021,NIE,CSE,OBC,8145
2021,NIE,CSE,OBC,8135
2021,NIE,CSE,OBC,8125
2021,NIE,CSE,OBC,8115
2021,NIE,CSE,OBC,8105
2021,NIE,CSE,OBC,8095
2021,NIE,CSE,OBC,8085
2021,NIE,CSE,OBC,8075
2021,NIE,CSE,OBC,8065
2021,NIE,CSE,OBC,8055
2021,NIE,CSE,OBC,8045
2021,NIE,CSE,OBC,8035
2021,NIE,CSE,OBC,8025
2021,NIE,CSE,OBC,8015
2021,NIE,CSE,OBC,8005
2021,NIE,CSE,OBC,7995
2021,NIE,CSE,OBC,7985
2022,NIE,CSE,OBC,8825
2022,NIE,CSE,OBC,8815
2022,NIE,CSE,OBC,8805
2022,NIE,CSE,OBC,8795
2022,NIE,CSE,OBC,8785
2022,NIE,CSE,OBC,8775
2022,NIE,CSE,OBC,8765
2022,NIE,CSE,OBC,8755
2022,NIE,CSE,OBC,8745
2022,NIE,CSE,OBC,8735
2022,NIE,CSE,OBC,8725
2022,NIE,CSE,OBC,8715
2022,NIE,CSE,OBC,8705
2022,NIE,CSE,OBC,8695
2022,NIE,CSE,OBC,8685
2022,NIE,CSE,OBC,8675
2022,NIE,CSE,OBC,8665
2022,NIE,CSE,OBC,8655
2022,NIE,CSE,OBC,8645
2022,NIE,CSE,OBC,8635
2022,NIE,CSE,OBC,8625
2022,NIE,CSE,OBC,8615
2022,NIE,CSE,OBC,8605
2022,NIE,CSE,OBC,8595
